SKU, TYPE, CATEGORY, SUBCATEGORY, NAME, DESCRIPTION, MRP, DISCOUNTRATE, TAXRATE, SHIPPINGCHARGES, STOCKLEVEL, ISREDUCESTOCK, ISACTIVE, ATTA, AUTHOR, BRAND, COLOR, DALDA, FLOUR, GRIHASTHI, OIL, PUBLISHER, PULSE, RICE, STYLE,,
sr0028,,,,Saffola Gold Edible Oil (Pouch) 1ltr,"<div class='product-attributes__header' data-reactid='219'>&nbsp;</div><div data-reactid='220'><div class='product-attributes product-attributes--additional-properties animated fadeIn remove-max-height' data-reactid='221'><div class='product-attributes' data-reactid='222'><div class='product-attributes__attr' data-reactid='223'><div class='product-attributes__attr--name' data-reactid='224'><strong><span data-reactid='225'>Key Features</span></strong></div></div><div class='product-attributes__attr' data-reactid='226'><div class='product-attributes__attr--description' data-reactid='227'>Light, healthy and nutritious cooking oil<br />Made from a unique blend of rice bran oil and imported refined safflower oil<br />Comes with Losorb technology&nbsp;<br />Has Oryzanol which helps in managing cholesterol levels<br />Ideal for Indian cooking<br />Packed with amazing health benefits</div><div class='product-attributes__attr--description' data-reactid='227'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='228'><div class='product-attributes__attr' data-reactid='229'><div class='product-attributes__attr--name' data-reactid='230'><strong><span data-reactid='231'>Unit</span></strong></div></div><div class='product-attributes__attr' data-reactid='232'><div class='product-attributes__attr--description' data-reactid='233'>1 lt</div><div class='product-attributes__attr--description' data-reactid='233'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='234'><div class='product-attributes__attr' data-reactid='235'><div class='product-attributes__attr--name' data-reactid='236'><strong><span data-reactid='237'>Packaging Type</span></strong></div></div><div class='product-attributes__attr' data-reactid='238'><div class='product-attributes__attr--description' data-reactid='239'>Pouch</div><div class='product-attributes__attr--description' data-reactid='239'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='240'><div class='product-attributes__attr' data-reactid='241'><div class='product-attributes__attr--name' data-reactid='242'><strong><span data-reactid='243'>Disclaimer</span></strong></div></div><div class='product-attributes__attr' data-reactid='244'><div class='product-attributes__attr--description' data-reactid='245'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div></div></div>",150,2.67,0,0,100,0,1, , , , , , , , , , , , ,,
sr0029,Grocery,Edible Oils,,Saffola Tasty Edible Oil (Pouch) 1ltr,"<div class='product-attributes' data-reactid='234'><div class='product-attributes__attr' data-reactid='235'><div class='product-attributes__attr--name' data-reactid='236'><strong><span data-reactid='237'>Description</span></strong></div></div><div class='product-attributes__attr' data-reactid='238'><div class='product-attributes__attr--description' data-reactid='239'>Try out a variety of dishes with Saffola Tasty Edible Oil. Since the food prepared in it absorbs less oil, it makes for a healthy cooking medium to temper a wide variety of vegetables and curries.</div></div></div><div class='product-attributes' data-reactid='240'><div class='product-attributes__attr' data-reactid='241'><div class='product-attributes__attr--name' data-reactid='242'><span data-reactid='243'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='244'><div class='product-attributes__attr--description' data-reactid='245'>Healthy cooking medium<br />Enriched with nutrients</div></div></div><div class='product-attributes' data-reactid='246'><div class='product-attributes__attr' data-reactid='247'><div class='product-attributes__attr--name' data-reactid='248'><span data-reactid='249'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='250'><div class='product-attributes__attr--description' data-reactid='251'>Refined Corn Oil and Refined Rice Bran Oil, Contains Permitted Antioxidants [319, 330] and Anti Foaming Agent [900a], Free From Argemone Oil</div><div class='product-attributes__attr--description' data-reactid='251'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='252'><div class='product-attributes__attr' data-reactid='253'><div class='product-attributes__attr--name' data-reactid='254'><strong><span data-reactid='255'>Unit</span></strong></div></div><div class='product-attributes__attr' data-reactid='256'><div class='product-attributes__attr--description' data-reactid='257'>1 lt</div><div class='product-attributes__attr--description' data-reactid='257'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='258'><div class='product-attributes__attr' data-reactid='259'><div class='product-attributes__attr--name' data-reactid='260'><strong><span data-reactid='261'>Packaging Type</span></strong></div></div><div class='product-attributes__attr' data-reactid='262'><div class='product-attributes__attr--description' data-reactid='263'>Pouch</div><div class='product-attributes__attr--description' data-reactid='263'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='264'><div class='product-attributes__attr' data-reactid='265'><div class='product-attributes__attr--name' data-reactid='266'><strong><span data-reactid='267'>Disclaimer</span></strong></div></div><div class='product-attributes__attr' data-reactid='268'><div class='product-attributes__attr--description' data-reactid='269'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",130,3.08,0,0,100,0,1, , , , , , , , , , , , ,,
sr0030,Grocery,Edible Oils,,Raag Gold Refined Palmolein Oil 1 Ltr,"<p>Raag Gold Plamolein Oil is cholesterol free and healthy palmolein oil, which is cost effective and has excellent oxidative properties. It is suitable for both shallow and deep frying. The natural quality of this oil enables reuse of this oil without affecting the quality of the food.&nbsp;<br /><br />Launched in the year of 2000, Fortune Foods rose up to being the most trusted brand among the edible oils of today. The company had been successfully defending its product quality and reputation all these years and has evolved into one of the top Edible Oil manufacturers in India.</p><p>&nbsp;</p><div class='product-attributes__attr'><div class='product-attributes__attr--name'><strong>Disclaimer</strong></div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div>",85,11.76,0,0,100,0,1, , , , , , , , , , , , ,,
sr0031,Grocery,Edible Oils,,Dalda Vanaspati Pouch 500 ml,<p>dalda vanaspati 500ml</p>,59,15.25,0,0,100,0,1, , , , , vanaspati, , , , , , , ,,
sr0032,Grocery,Atta & Other Flours,,Fortune Besan,"<div class='product-attributes' data-reactid='220'><div class='product-attributes__attr' data-reactid='221'><div class='product-attributes__attr--name' data-reactid='222'><strong><span data-reactid='223'>Description</span></strong></div></div><div class='product-attributes__attr' data-reactid='224'><div class='product-attributes__attr--description' data-reactid='225'>Golden and freshly ground, Fortune Besan is processed from 100% pure and best quality of chana dal. It whips quickly ensuring a consistent taste and is ideal to pan out various deserts and fried snacks.</div></div></div><div class='product-attributes' data-reactid='226'><div class='product-attributes__attr' data-reactid='227'><div class='product-attributes__attr--name' data-reactid='228'><span data-reactid='229'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='230'><div class='product-attributes__attr--description' data-reactid='231'>Quick-whipped<br />Smooth and lump-free<br />Golden and freshly ground<br />Made from 100% pure chana dal</div><div class='product-attributes__attr--description' data-reactid='231'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='232'><div class='product-attributes__attr' data-reactid='233'><div class='product-attributes__attr--name' data-reactid='234'><strong><span data-reactid='235'>Unit</span></strong></div></div><div class='product-attributes__attr' data-reactid='236'><div class='product-attributes__attr--description' data-reactid='237'>500 gm</div><div class='product-attributes__attr--description' data-reactid='237'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='238'><div class='product-attributes__attr' data-reactid='239'><div class='product-attributes__attr--name' data-reactid='240'><strong><span data-reactid='241'>Disclaimer</span></strong></div></div><div class='product-attributes__attr' data-reactid='242'><div class='product-attributes__attr--description' data-reactid='243'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",60,8.33,0,0,100,0,1, , , fortune, , , , , , , , , ,,
sr0033,Grocery,Atta & Other Flours,,Grihasthi Pure Chana Besan 500gms,"<div class='product-attributes' data-reactid='220'><div class='product-attributes__attr' data-reactid='221'><div class='product-attributes__attr--name' data-reactid='222'><strong><span data-reactid='223'>Description</span></strong></div></div><div class='product-attributes__attr' data-reactid='224'><div class='product-attributes__attr--description' data-reactid='225'>Golden and freshly ground, Grihasthi Besan is processed from 100% pure and best quality of chana dal. It whips quickly ensuring a consistent taste and is ideal to pan out various deserts and fried snacks.</div></div></div><div class='product-attributes' data-reactid='226'><div class='product-attributes__attr' data-reactid='227'><div class='product-attributes__attr--name' data-reactid='228'><span data-reactid='229'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='230'><div class='product-attributes__attr--description' data-reactid='231'>Quick-whipped<br />Smooth and lump-free<br />Golden and freshly ground<br />Made from 100% pure chana dal</div><div class='product-attributes__attr--description' data-reactid='231'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='232'><div class='product-attributes__attr' data-reactid='233'><div class='product-attributes__attr--name' data-reactid='234'><strong><span data-reactid='235'>Unit</span></strong></div></div><div class='product-attributes__attr' data-reactid='236'><div class='product-attributes__attr--description' data-reactid='237'>500 gm</div><div class='product-attributes__attr--description' data-reactid='237'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='238'><div class='product-attributes__attr' data-reactid='239'><div class='product-attributes__attr--name' data-reactid='240'><strong><span data-reactid='241'>Disclaimer</span></strong></div></div><div class='product-attributes__attr' data-reactid='242'><div class='product-attributes__attr--description' data-reactid='243'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",60,10,0,0,100,0,1, , , Grihasthi, , , , , , , , , ,,
sr0034,Grocery,Atta & Other Flours,,Sai Atta Carrybag 5Kg,"<p>This Atta is made from the choicest grains - heavy on the palm, golden amber in colour and hard in bite.</p><p>&nbsp;</p><p>5 Kgs</p>",140,14.29,0,0,100,0,1, , , , , , wheat flour, , , , , , ,,
sr0035,Grocery,Atta & Other Flours,,Prabhuram Whole Wheat Atta 5kg,<p>Prabhuram Whole Wheat Atta 5kg</p>,150,13.33,0,0,100,0,1, , , , , , wheat flour, , , , , , ,,
sr0036,Grocery,Atta & Other Flours,,Best  Sooji/Rava Pkt 500gms,"<div class='product-attributes' data-reactid='216'><div class='product-attributes__attr' data-reactid='217'><div class='product-attributes__attr--name' data-reactid='218'><span data-reactid='219'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='220'><div class='product-attributes__attr--description' data-reactid='221'>Made from hard durum wheat<br />Wholesome and nutritious<br />Suitable for preparing dishes like upma, idli, halwa, kheer etc.</div><div class='product-attributes__attr--description' data-reactid='221'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='222'><div class='product-attributes__attr' data-reactid='223'><div class='product-attributes__attr--name' data-reactid='224'><strong><span data-reactid='225'>Unit</span></strong></div></div><div class='product-attributes__attr' data-reactid='226'><div class='product-attributes__attr--description' data-reactid='227'>500 gm</div><div class='product-attributes__attr--description' data-reactid='227'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='228'><div class='product-attributes__attr' data-reactid='229'><div class='product-attributes__attr--name' data-reactid='230'><strong><span data-reactid='231'>Other Language Name</span></strong></div></div><div class='product-attributes__attr' data-reactid='232'><div class='product-attributes__attr--description' data-reactid='233'>Rava</div><div class='product-attributes__attr--description' data-reactid='233'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='234'><div class='product-attributes__attr' data-reactid='235'><div class='product-attributes__attr--name' data-reactid='236'><strong><span data-reactid='237'>Disclaimer</span></strong></div></div><div class='product-attributes__attr' data-reactid='238'><div class='product-attributes__attr--description' data-reactid='239'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",28,28.57,0,0,100,0,1, , , , , , , , , , , , ,,
sr0037,,,,"Amul Pure Ghee Pouch, 500ml","<ul class='a-unordered-list a-vertical a-spacing-none'><li><span class='a-list-item'>Amul ghee is made from fresh cream and it has typical rich aroma and granular texture</span></li><li><span class='a-list-item'>Amul ghee is an ethnic product made by dairies with decades of experience and rich source of vitamin A, D, E and K</span></li></ul>",247,2.83,0,0,100,0,1, , , , , , , , , , , , ,,
sr0038,Grocery,Spices,,TMP Brand Sabut Jeera Pkt 100gms ,<p>TMP Brand Sabut Jeera Pkt 100gms</p>,41,12.2,0,0,100,0,1, , , , , , , , , , , , ,,
sr0039,Grocery,Spices,,TMP Brand Sabut posta Pkt 100gms ,<p>TMP Brand Sabut posta Pkt 100gms</p>,93,24.73,0,0,100,0,1, , , , , , , , , , , , ,,
sr0040,Grocery,Spices,,TMP Brand Posta Jeera Pkt 50gms ,<p>TMP Brand Posta Jeera Pkt 50gms</p>,47,25.53,0,0,100,0,1, , , , , , , , , , , , ,,
sr0041,Grocery,Spices,,TMP Brand Sabut Jeera Pkt 50gms ,<p>TMP Brand Sabut Jeera Pkt 50gms</p>,21,14.29,0,0,100,0,1, , , , , , , , , , , , ,,
sr0042,Grocery,Spices,,TMP Brand Sabut Sarso Pkt 100gms ,<p>TMP Brand Sabut Sarso Pkt 100gms</p>,12,0,0,0,100,0,1, , , , , , , , , , , , ,,
sr0043,,,,Grihasthi Gota Golki Dana 50gms,<p>Grihasthi Gota Golki Dana 50gms</p>,70,7.14,0,0,100,0,1, , , , , , , , , , , , ,,
sr0044,Beverages,Tea & Cofee,,Tata Premium Tea (Pouch) 100gms,"<div class='product-attributes' data-reactid='235'><div class='product-attributes__attr' data-reactid='236'><div class='product-attributes__attr--name' data-reactid='237'><strong><span data-reactid='238'>Description</span></strong></div></div><div class='product-attributes__attr' data-reactid='239'><div class='product-attributes__attr--description' data-reactid='240'>Tata Tea Premium Tea Pouch contains tea leaves which are highly flavourful and aromatic. Hand plucked tea leaves are blister packed to retain their taste and aroma of natural goodness.</div></div></div><div class='product-attributes' data-reactid='241'><div class='product-attributes__attr' data-reactid='242'><div class='product-attributes__attr--name' data-reactid='243'><span data-reactid='244'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='245'><div class='product-attributes__attr--description' data-reactid='246'>Aromatic tea<br />Excellent taste</div></div></div><div class='product-attributes' data-reactid='247'><div class='product-attributes__attr' data-reactid='248'><div class='product-attributes__attr--name' data-reactid='249'><span data-reactid='250'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='251'><div class='product-attributes__attr--description' data-reactid='252'>Tea Leaves</div><div class='product-attributes__attr--description' data-reactid='252'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='253'><div class='product-attributes__attr' data-reactid='254'><div class='product-attributes__attr--name' data-reactid='255'><strong><span data-reactid='256'>Unit</span></strong></div></div><div class='product-attributes__attr' data-reactid='257'><div class='product-attributes__attr--description' data-reactid='258'>100gm</div><div class='product-attributes__attr--description' data-reactid='258'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='259'><div class='product-attributes__attr' data-reactid='260'><div class='product-attributes__attr--name' data-reactid='261'><strong><span data-reactid='262'>Packaging Type</span></strong></div></div><div class='product-attributes__attr' data-reactid='263'><div class='product-attributes__attr--description' data-reactid='264'>Pouch</div><div class='product-attributes__attr--description' data-reactid='264'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='265'><div class='product-attributes__attr' data-reactid='266'><div class='product-attributes__attr--name' data-reactid='267'><strong><span data-reactid='268'>Disclaimer</span></strong></div></div><div class='product-attributes__attr' data-reactid='269'><div class='product-attributes__attr--description' data-reactid='270'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",34,2.94,0,0,100,0,1, , , , , , , , , , , , ,,
sr0045,Beverages,Tea & Cofee,,Tata Gold Tea 100gms (Pouch),"<div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Tata Tea Gold is a refreshing and unique blend of tea infused with fresh green tea leaves. Every sip unleashes a gentle aroma enriched with the goodness of nature.</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Key Features</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Rich aroma<br />Unique blend of tea infused with fresh green tea leaves</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Ingredients</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>100% Tea</div><div class='product-attributes__attr--description'>&nbsp;</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'><strong>Unit</strong></div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>&nbsp;</div><div class='product-attributes__attr--description'>100gms</div><div class='product-attributes__attr--description'>&nbsp;</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'><strong>Packaging Type</strong></div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Pouch</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Disclaimer</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",41,2.44,0,0,100,0,1, , , , , , , , , , , , ,,
sr0046,Beverages,Tea & Cofee,,Pataka Premium (Leaf & Dust)100gms,<p>Pataka Premium (Leaf &amp, Dust)100gms</p>,32,6.25,0,0,100,0,1, , , , , , , , , , , , ,
sr0047,Beverages,Tea & Cofee,,TATA TEA LEAF 100gms(pouch),<p>TATA TEA LEAF 100gms(pouch)</p>,25,4,0,0,100,0,1, , , , , , , , , , , , ,,
sr0048,,,,TATA TEA LEAF 250gms(pouch),<p>TATA TEA LEAF 250gms(pouch)</p>,70,2.86,0,0,100,0,1, , , , , , , , , , , , ,,
sr0049,,,,Laxmi Haldi Powder 100gms,<p>Laxmi Haldi Powder 100gms</p>,25,20,0,0,100,0,1, , , , , , , , , , , , ,,
sr0050,Grocery,Spices,,Laxmi haldi powder 100 gms,<p>laxmi haldi 100 gms</p>,25,20,0,0,100,0,1, , , , , , , , , , , , ,,
sr0051,Grocery,Spices,,Laxmi Jeera Powder 100 gms,<p>Laxmi Jeera Powder 100 gms</p>,50,20,0,0,100,0,1, , , , , , , , , , , , ,,
s0052,Grocery,Spices,,Grihathi Haldi Powder 100Gms,<p>Grihathi Haldi Powder 100Gms</p>,24,8.33,0,0,10,0,1, , , , , , , , , , , , ,,
sr0053,Grocery,Spices,,Grihathi Jeera Powder 100Gms,<p>Grihathi Jeera Powder 100Gms</p>,56,3.57,0,0,100,0,1, , , , , , ,24, , , , , ,,
sr0054,,,,Grihathi Dhania Powder 100Gms,<p>Grihathi Dhania Powder 100Gms</p>,32,6.25,0,0,100,0,1, , , , , , , , , , , , ,,
sr0055,Grocery,Spices,,Grihathi Dhania Powder 100Gms,<p>Grihathi Dhania Powder 100Gms</p>,32,6.25,0,0,100,0,1, , , , , , , , , , , , ,,
sr0056,,,,Grihathi Lal Mirch Powder 100Gms,<p>Grihathi Lal Mirch Powder 100Gms</p>,34,5.88,0,0,100,0,1, , , , , , , , , , , , ,,
sr0057,Grocery,Spices,,Grihathi Lal Mirch Powder 100Gms,<p>Grihathi Lal Mirch Powder 100Gms</p>,34,5.88,0,0,100,0,1, , , , , , , , , , , , ,,
sr0058,Grocery,Spices,,Grihathi Curry(Tarkari masala) Powder 100Gms,<p>Grihathi Curry(Tarkari masala) Powder 100Gms</p>,50,4,0,0,100,0,1, , , , , , , , , , , , ,,
sr59,Grocery,Spices,,Catch Chatpata Chat Masala,"<div class='product-attributes' data-reactid='215'><div class='product-attributes__attr' data-reactid='216'><div class='product-attributes__attr--name' data-reactid='217'><strong><span data-reactid='218'>Description</span></strong></div></div><div class='product-attributes__attr' data-reactid='219'><div class='product-attributes__attr--description' data-reactid='220'>Tantalize your taste buds with Catch Chatpata Chat Masala. It is a blend of flavourful spices like cumin, amchoor, coriander, salt, black pepper and many more. Perfect to spice up dishes like Dahi Bhalla, Chaat Papdi and Aloo Tikki.</div></div></div><div class='product-attributes' data-reactid='221'><div class='product-attributes__attr' data-reactid='222'><div class='product-attributes__attr--name' data-reactid='223'><span data-reactid='224'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='225'><div class='product-attributes__attr--description' data-reactid='226'>Blend of many spices</div><div class='product-attributes__attr--description' data-reactid='226'>&nbsp;</div><div class='product-attributes__attr--description' data-reactid='226'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='227'><div class='product-attributes__attr' data-reactid='228'><div class='product-attributes__attr--name' data-reactid='229'><strong><span data-reactid='230'>Unit</span></strong></div></div><div class='product-attributes__attr' data-reactid='231'><div class='product-attributes__attr--description' data-reactid='232'>50 gm</div><div class='product-attributes__attr--description' data-reactid='232'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='233'><div class='product-attributes__attr' data-reactid='234'><div class='product-attributes__attr--name' data-reactid='235'><strong><span data-reactid='236'>Disclaimer</span></strong></div></div><div class='product-attributes__attr' data-reactid='237'><div class='product-attributes__attr--description' data-reactid='238'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",31,3.23,0,0,100,0,1, , , , , , , , , , , , ,,
sr0060,,,,Catch Chicken Masala 50gms,"<p><strong><span data-reactid='231'>Description</span></strong></p><div class='product-attributes' data-reactid='228'><div class='product-attributes__attr' data-reactid='232'><div class='product-attributes__attr--description' data-reactid='233'>Made from a blend of assertive spices, Catch Chicken Masala is perfect for making delicious and spicy chicken gravy. This mix imparts a rich flavour and aroma to the preparation.</div></div></div><div class='product-attributes' data-reactid='234'><div class='product-attributes__attr' data-reactid='235'><div class='product-attributes__attr--name' data-reactid='236'><span data-reactid='237'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='238'><div class='product-attributes__attr--description' data-reactid='239'>Perfect for making chicken gravy<br />Made from a blend of assertive spices<br />Imparts a rich flavour and aroma</div></div></div><div class='product-attributes' data-reactid='240'><div class='product-attributes__attr' data-reactid='241'><div class='product-attributes__attr--name' data-reactid='242'><span data-reactid='243'>Ingredients</span></div></div><div class='product-attributes__attr' data-reactid='244'><div class='product-attributes__attr--description' data-reactid='245'>Coriander, Cumin, Red Chilli, Kashmiri Chilli, Turmeric, Onion, Big Cardamom, Bay Leaves, Black Mustard, Fenugreek Seeds, White Pepper, Clove, Garlic, Cinnamon, Tartaric Acid, Nutmeg</div></div></div><div class='product-attributes' data-reactid='246'><div class='product-attributes__attr' data-reactid='247'><div class='product-attributes__attr--name' data-reactid='248'><span data-reactid='249'>Contents</span></div></div><div class='product-attributes__attr' data-reactid='250'><div class='product-attributes__attr--description' data-reactid='251'>Catch Chicken Masala - Spice - 100 gm</div><div class='product-attributes__attr--description' data-reactid='251'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='252'><div class='product-attributes__attr' data-reactid='253'><div class='product-attributes__attr--name' data-reactid='254'><strong><span data-reactid='255'>Unit</span></strong></div></div><div class='product-attributes__attr' data-reactid='256'><div class='product-attributes__attr--description' data-reactid='257'>50 gm</div><div class='product-attributes__attr--description' data-reactid='257'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='258'><div class='product-attributes__attr' data-reactid='259'><div class='product-attributes__attr--name' data-reactid='260'><strong><span data-reactid='261'>Disclaimer</span></strong></div></div><div class='product-attributes__attr' data-reactid='262'><div class='product-attributes__attr--description' data-reactid='263'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented</div></div></div>",34,5.88,0,0,100,0,1, , , , , , , , , , , , ,,
sr0061,Grocery,Spices,,Catch Meat Masala 50gms,<p>Catch Meat Masala 50gms</p>,34,5.88,0,0,100,0,1, , , , , , , , , , , , ,,
sr0062,Grocery,Spices,,Catch Sabzi Masala 50gms,"<p>Catch sabzi masala is a blend of all the major spices used in cooking a sabzi, typically a dry one. It is dark brown and has a strong spicy flavour. Because of its strong spicy nature, it should be used sparingly.<br />Catch Spices is the foremost brand of spices in India. It is known for its outstanding product quality and advanced technology. These spices are ground using the unique state-of-the-art Low Temperature Grinding (LTG) technology, which averts the evaporation of volatile &amp; delicate oils from spices. Hence, Catch Spices retain the original aroma and wholesome flavour of authentic spices.<br />The complete portfolio of Catch spices comprises of a variety of salt and pepper sprinklers and a diverse range of whole, ground and blended spices. Catch Spices are packed in food grade metal-lined cartons, flexible laminates and convenient composite cans available in a variety of pack sizes.</p>",25,4,0,0,100,0,1, , , , , , , , , , , , ,,
sr0063,Grocery,Spices,,Catch Black Pepper Powder 50 gms,"<p>Black Pepper adds a spice, flavour and taste to the variety of dishes. Made from the crushed pepper seeds, this pepper powder can be sprinkled on or added to the cooking of the dishes like Fried Rice, Chaat Food, Pasta, Noodles, Soups, Curries, Stir Fries and Meat or Sea Food. Founded in 1929, DS Group has come a long way through the quality of its various products which it offers to the consumers. Today, the company holds a great share in the market with a large and trusted consumer base spread across India and several countries.</p>",96,6.25,0,0,100,0,1, , , , , , , , , , , , ,,
sr0064,Grocery,Spices,,"Catch, Garam Masala, 50gms","<p>Catch, Garam Masala, 50gms</p>",38,2.63,0,0,100,0,1, , , , , , , , , , , , ,,
sr0065,Grocery,Spices,,"Catch Sambhar Masala, Carton, 50gms","<p>Catch Sambhar Masala, Carton, 50gms</p>",29,3.45,0,0,100,0,1, , , , , , , , , , , , ,,
sr0066,Grocery,Spices,,Grihasthi GaramMasala 50 gms,<p>Grihasthi GaramMasala 50 gms</p>,48,6.25,0,0,100,0,1, , , , , , , , , , , , ,,
sr0067,Grocery,Spices,,GRIHASTHI KASURI METHI (20 GM),<p>GRIHASTHI KASURI METHI (20 GM)</p>,15,6.67,0,0,100,0,1, , , , , , , , , , , , ,,
sr0068,Grocery,Spices,,Everest Chicken Masala 50gms,<p>Everest Chicken Masala 50gms</p>,27,3.7,0,0,100,0,1, , , , , , , , , , , , ,,
sr0069,Grocery,Spices,,Everest  Meat Masala 50gms,<p>Everest Meat Masala 50gms</p>,37,2.7,0,0,100,0,1, , , , , , , , , , , , ,,
sr0070,Grocery,Spices,,Everest Chicken Masala 50 Gm,<p>Everest Chicken Masala 50 Gm</p>,27,3.7,0,0,100,0,1, , , , , , , , , , , , ,,
sr0071,Grocery,Edible Oils,,"Sweekar Refined Sunflower Oil Lite, 1L",<p>Sweekar refined sunflower oil doesn't contain any saturated fats thus helps in reducing your overall cholesterol content in the body.</p>,110,2.73,0,0,100,0,1, , , , , , , , , , , , ,,
sr0072,Grocery,Edible Oils,,Nature fresh acti-lite refined soyabean oil 1 Ltr,<p>Nature fresh acti-lite refined soyabean oil 1 ltr</p><p>&nbsp;</p><p><strong>Free Tata Tea Pemium Worth Rs 10/-</strong></p>,99,0,0,0,100,0,1, , , , , , , , , , , , ,,
